epoch,train_box_loss,train_cls_loss,train_dfl_loss,metrics_precision,metrics_recall,metrics_mAP50,metrics_mAP50_95,val_box_loss,val_cls_loss,val_dfl_loss,lr_pg0,lr_pg1,lr_pg2
172,1.0486,0.84172,1.1407,0.83148,0.70308,0.80611,0.57718,0.94269,0.68232,1.0512,0.004357,0.004357,0.004357
173,1.0486,0.84164,1.1397,0.82833,0.70511,0.80631,0.57741,0.94343,0.68205,1.0512,0.004324,0.004324,0.004324
174,1.0453,0.83751,1.138,0.82247,0.70892,0.8067,0.57759,0.94228,0.6811,1.0506,0.004291,0.004291,0.004291
175,1.0461,0.83694,1.1401,0.82629,0.70683,0.80693,0.5776,0.94166,0.6808,1.0504,0.004258,0.004258,0.004258
176,1.0442,0.8354,1.1377,0.82606,0.70648,0.80669,0.57806,0.94155,0.68041,1.05,0.004225,0.004225,0.004225
177,1.0437,0.83422,1.1366,0.8263,0.70665,0.80694,0.57823,0.94267,0.67998,1.0503,0.004192,0.004192,0.004192
178,1.042,0.83665,1.1373,0.82739,0.70756,0.80692,0.57825,0.94236,0.67947,1.05,0.004159,0.004159,0.004159
179,1.0418,0.83405,1.1347,0.83347,0.70274,0.80691,0.57868,0.94232,0.67991,1.0497,0.004126,0.004126,0.004126
180,1.0411,0.83193,1.1355,0.82902,0.70545,0.80749,0.5788,0.94229,0.68002,1.0495,0.004093,0.004093,0.004093
181,1.0415,0.83091,1.1353,0.83554,0.70087,0.8075,0.57859,0.94262,0.67968,1.0494,0.00406,0.00406,0.00406
182,1.0387,0.83304,1.1354,0.82851,0.70483,0.80697,0.57902,0.9424,0.67954,1.0494,0.004027,0.004027,0.004027
183,1.0407,0.832,1.1347,0.82914,0.70692,0.8074,0.57916,0.94269,0.67951,1.0491,0.003994,0.003994,0.003994
184,1.0375,0.82948,1.1323,0.83202,0.70611,0.80775,0.57909,0.94268,0.67941,1.049,0.003961,0.003961,0.003961
185,1.0348,0.82701,1.132,0.83691,0.70374,0.80779,0.5792,0.94216,0.67936,1.0485,0.003928,0.003928,0.003928
186,1.0349,0.82741,1.1319,0.83759,0.70311,0.80792,0.57922,0.94183,0.67942,1.0485,0.003895,0.003895,0.003895
187,1.0348,0.82577,1.134,0.83882,0.70184,0.80778,0.57955,0.94156,0.67982,1.0485,0.003862,0.003862,0.003862
188,1.0367,0.82633,1.1329,0.83536,0.70302,0.80821,0.57951,0.94136,0.67878,1.0484,0.003829,0.003829,0.003829
189,1.0305,0.82233,1.1283,0.83303,0.70393,0.80761,0.57963,0.94064,0.67817,1.0479,0.003796,0.003796,0.003796
190,1.0332,0.82541,1.1313,0.83295,0.70509,0.80746,0.58,0.94043,0.6785,1.0476,0.003763,0.003763,0.003763
191,1.0309,0.82038,1.1299,0.83295,0.70645,0.80768,0.58007,0.93947,0.6788,1.0467,0.00373,0.00373,0.00373
192,1.033,0.82315,1.13,0.83221,0.70665,0.80779,0.57991,0.93883,0.67862,1.0465,0.003697,0.003697,0.003697
193,1.0292,0.82116,1.13,0.83088,0.70765,0.80781,0.58058,0.93839,0.67905,1.0464,0.003664,0.003664,0.003664
194,1.0306,0.81952,1.1282,0.83357,0.70641,0.80807,0.58085,0.9382,0.67927,1.0464,0.003631,0.003631,0.003631
195,1.0299,0.81873,1.1278,0.83449,0.7056,0.80827,0.58114,0.93675,0.67795,1.0453,0.003598,0.003598,0.003598
196,1.0309,0.81994,1.1288,0.83436,0.70656,0.80864,0.58087,0.93592,0.67792,1.0449,0.003565,0.003565,0.003565
197,1.0282,0.81634,1.1297,0.83075,0.70883,0.80864,0.58086,0.9362,0.67786,1.0448,0.003532,0.003532,0.003532
198,1.0276,0.81606,1.126,0.83356,0.70679,0.80856,0.58109,0.93538,0.67643,1.0444,0.003499,0.003499,0.003499
199,1.0289,0.81413,1.1287,0.83618,0.70611,0.80885,0.58119,0.93531,0.67606,1.0442,0.003466,0.003466,0.003466
200,1.0253,0.81508,1.1274,0.83742,0.70447,0.80894,0.58136,0.93541,0.67574,1.0445,0.003433,0.003433,0.003433
201,1.0257,0.81433,1.1261,0.83734,0.70456,0.80855,0.58141,0.9351,0.67489,1.0443,0.0034,0.0034,0.0034
