epoch,train_box_loss,train_cls_loss,train_dfl_loss,metrics_precision,metrics_recall,metrics_mAP50,metrics_mAP50_95,val_box_loss,val_cls_loss,val_dfl_loss,lr_pg0,lr_pg1,lr_pg2
140,1.1813,0.99971,1.2147,0.79814,0.65794,0.75669,0.52123,1.0502,0.79141,1.1102,0.006942,0.006942,0.006942
141,1.1804,0.99855,1.2138,0.79973,0.65685,0.75672,0.52151,1.0499,0.79043,1.1101,0.00692,0.00692,0.00692
142,1.1808,1,1.2134,0.79424,0.65976,0.7571,0.52163,1.0502,0.79035,1.1104,0.006898,0.006898,0.006898
143,1.1802,1.0013,1.2142,0.79815,0.65876,0.75707,0.52171,1.05,0.78971,1.1103,0.006876,0.006876,0.006876
144,1.1805,0.99964,1.2155,0.79677,0.65849,0.75669,0.52197,1.0493,0.79041,1.1098,0.006854,0.006854,0.006854
145,1.1814,0.99969,1.2133,0.79897,0.65699,0.75671,0.52198,1.0491,0.78976,1.1097,0.006832,0.006832,0.006832
146,1.1786,0.99926,1.2127,0.79092,0.66349,0.75775,0.52197,1.05,0.78992,1.1098,0.00681,0.00681,0.00681
147,1.1797,0.99739,1.2124,0.79219,0.66203,0.75779,0.52222,1.0504,0.78962,1.1101,0.006788,0.006788,0.006788
148,1.1781,0.99534,1.2124,0.79588,0.66003,0.75724,0.52201,1.0499,0.78952,1.1098,0.006766,0.006766,0.006766
149,1.1791,0.998,1.2108,0.79418,0.6604,0.75712,0.52219,1.0498,0.78894,1.1097,0.006744,0.006744,0.006744
150,1.1795,0.99738,1.2117,0.79414,0.6604,0.75678,0.52257,1.0493,0.78899,1.1093,0.006722,0.006722,0.006722
151,1.178,0.99658,1.2127,0.79611,0.65831,0.75738,0.52236,1.0495,0.7883,1.1096,0.0067,0.0067,0.0067
152,1.177,0.99671,1.2114,0.79708,0.65903,0.7573,0.52292,1.0487,0.78814,1.1092,0.006678,0.006678,0.006678
153,1.1766,0.99512,1.2128,0.79748,0.65879,0.75654,0.52274,1.0491,0.78711,1.1095,0.006656,0.006656,0.006656
154,1.1752,0.99442,1.211,0.79942,0.65885,0.75756,0.52313,1.0493,0.78734,1.1096,0.006634,0.006634,0.006634
155,1.176,0.99256,1.2106,0.79643,0.66031,0.75761,0.52289,1.0488,0.78802,1.1092,0.006612,0.006612,0.006612
156,1.1758,0.99119,1.2093,0.79761,0.65985,0.75867,0.52307,1.0484,0.78701,1.1093,0.00659,0.00659,0.00659
157,1.1779,0.99439,1.2108,0.79709,0.66042,0.75808,0.52305,1.0469,0.78645,1.1092,0.006568,0.006568,0.006568
158,1.1775,0.99431,1.212,0.79896,0.65812,0.75791,0.523,1.0462,0.78711,1.1084,0.006546,0.006546,0.006546
159,1.1746,0.99056,1.2084,0.79975,0.6591,0.75766,0.52303,1.0462,0.78663,1.1081,0.006524,0.006524,0.006524
160,1.1742,0.99147,1.208,0.79884,0.66012,0.75783,0.52302,1.0463,0.78656,1.1078,0.006502,0.006502,0.006502
161,1.1744,0.99008,1.2076,0.79788,0.65985,0.75832,0.52325,1.0469,0.78624,1.1079,0.00648,0.00648,0.00648
162,1.1748,0.98905,1.2074,0.80126,0.65767,0.75804,0.52331,1.0462,0.7857,1.1075,0.006458,0.006458,0.006458
163,1.1729,0.99077,1.2095,0.80072,0.6584,0.75825,0.5238,1.0466,0.78433,1.108,0.006436,0.006436,0.006436
164,1.1725,0.98892,1.2064,0.8,0.65977,0.7587,0.52408,1.0456,0.78452,1.107,0.006414,0.006414,0.006414
165,1.1723,0.98825,1.2077,0.79907,0.66076,0.75861,0.52412,1.0462,0.78423,1.1069,0.006392,0.006392,0.006392
166,1.1747,0.99017,1.2091,0.79948,0.66161,0.75887,0.52412,1.0461,0.78337,1.1066,0.00637,0.00637,0.00637
167,1.1719,0.98817,1.2067,0.80356,0.65903,0.75922,0.52408,1.0446,0.78299,1.1053,0.006348,0.006348,0.006348
168,1.1716,0.98994,1.207,0.80384,0.65867,0.75895,0.52418,1.0445,0.78224,1.1046,0.006326,0.006326,0.006326
169,1.1717,0.98567,1.2062,0.80294,0.65903,0.7595,0.52465,1.0428,0.78207,1.1041,0.006304,0.006304,0.006304
170,1.1723,0.98685,1.2075,0.80644,0.65844,0.75927,0.52466,1.0425,0.7816,1.1042,0.006282,0.006282,0.006282
171,1.1694,0.98558,1.2063,0.80276,0.6604,0.75949,0.52479,1.0433,0.78199,1.1047,0.00626,0.00626,0.00626
172,1.1708,0.98546,1.2066,0.8032,0.65849,0.75903,0.525,1.0423,0.78194,1.1044,0.006238,0.006238,0.006238
173,1.1719,0.98784,1.2066,0.79898,0.66058,0.75918,0.52509,1.041,0.782,1.1039,0.006216,0.006216,0.006216
174,1.1702,0.98557,1.2073,0.8022,0.65958,0.75881,0.5251,1.0391,0.78174,1.1032,0.006194,0.006194,0.006194
175,1.1713,0.98637,1.208,0.80366,0.65858,0.75901,0.52519,1.0392,0.78185,1.1035,0.006172,0.006172,0.006172
176,1.1679,0.98499,1.2058,0.80331,0.65807,0.75932,0.5257,1.0394,0.78248,1.1037,0.00615,0.00615,0.00615
177,1.1675,0.98268,1.2046,0.80438,0.65694,0.75945,0.52582,1.0382,0.78279,1.1031,0.006128,0.006128,0.006128
178,1.1686,0.98386,1.2046,0.80618,0.65621,0.75955,0.52586,1.0377,0.78339,1.1027,0.006106,0.006106,0.006106
179,1.169,0.98172,1.2035,0.80713,0.65603,0.75983,0.52625,1.0379,0.78345,1.1032,0.006084,0.006084,0.006084
180,1.168,0.98172,1.2047,0.80678,0.65413,0.75956,0.52636,1.0377,0.78317,1.1029,0.006062,0.006062,0.006062
181,1.168,0.97875,1.2049,0.80579,0.65531,0.75976,0.52619,1.0378,0.78295,1.1031,0.00604,0.00604,0.00604
182,1.1682,0.98392,1.2067,0.80378,0.65649,0.7597,0.52613,1.0383,0.78391,1.1028,0.006018,0.006018,0.006018
183,1.1698,0.98269,1.2055,0.80178,0.65812,0.76,0.52575,1.0374,0.78402,1.102,0.005996,0.005996,0.005996
184,1.1679,0.97834,1.2039,0.80371,0.65786,0.75943,0.52565,1.0361,0.78372,1.1015,0.005974,0.005974,0.005974
185,1.1645,0.98064,1.2039,0.80367,0.65768,0.75979,0.52587,1.0354,0.78307,1.101,0.005952,0.005952,0.005952
186,1.1652,0.98098,1.2038,0.80271,0.65779,0.75942,0.5258,1.0351,0.78307,1.1006,0.00593,0.00593,0.00593
187,1.1655,0.97943,1.2036,0.8021,0.65949,0.76017,0.52604,1.0339,0.7827,1.0997,0.005908,0.005908,0.005908
188,1.1677,0.98227,1.2032,0.79946,0.66189,0.76041,0.52605,1.0337,0.78178,1.0994,0.005886,0.005886,0.005886
189,1.1617,0.97624,1.2021,0.80143,0.66149,0.76037,0.526,1.0342,0.78119,1.0998,0.005864,0.005864,0.005864
190,1.1637,0.98119,1.2026,0.79739,0.6623,0.76059,0.52632,1.0343,0.78118,1.0994,0.005842,0.005842,0.005842
191,1.1612,0.9764,1.2015,0.79862,0.66238,0.76035,0.52607,1.0343,0.781,1.0994,0.00582,0.00582,0.00582
192,1.1654,0.97976,1.2015,0.79913,0.6604,0.76047,0.526,1.0347,0.78091,1.0993,0.005798,0.005798,0.005798
193,1.1635,0.97651,1.202,0.79952,0.66167,0.76042,0.52635,1.0345,0.7797,1.0996,0.005776,0.005776,0.005776
194,1.1627,0.97635,1.1994,0.8007,0.65985,0.76002,0.52633,1.034,0.77942,1.0995,0.005754,0.005754,0.005754
195,1.1626,0.97585,1.2018,0.80002,0.65967,0.75964,0.52628,1.0343,0.77943,1.0996,0.005732,0.005732,0.005732
196,1.1648,0.97927,1.2021,0.80149,0.65969,0.75947,0.5266,1.0352,0.77964,1.1,0.00571,0.00571,0.00571
197,1.1623,0.97408,1.2019,0.79986,0.66136,0.7598,0.52662,1.0359,0.77914,1.1003,0.005688,0.005688,0.005688
198,1.162,0.97475,1.1996,0.80382,0.65758,0.76032,0.5269,1.0354,0.77841,1.0997,0.005666,0.005666,0.005666
199,1.1643,0.97446,1.2026,0.79866,0.66293,0.7604,0.52699,1.0347,0.77862,1.0994,0.005644,0.005644,0.005644
200,1.1611,0.97547,1.1998,0.79856,0.66249,0.76123,0.52735,1.0343,0.77865,1.0992,0.005622,0.005622,0.005622
201,1.1621,0.97437,1.201,0.79748,0.6624,0.76138,0.52734,1.034,0.77838,1.099,0.0056,0.0056,0.0056
